"price"	"totsp"	"livesp"	"kitsp"	"dist"	"metrdist"
85	61	45	6	13.5	10
117	80	53	8	11.5	10
124	80	51	9	6	10
105	61	40	8	12	3
107	77	46	10	12	10
164	79	51	9	7	5
113	63	42	9	7	5
180	78	52	8	9	1
79	51	34	6	13.5	10
110	76	50	8	13	10
150	66	47	9	7	3
142	125	66	19	10.5	10
99	58	44	6	10.5	10
127	81	49	8	12	5
80	52	35	6	14.5	12
72	60	42	6	11.5	10
119	80	45	13	14.5	5
131	80	46	13	12	7
119	80	48	10	12.7	12
119	66	45	8	7	7
125	93	66	9	6	5
87	56	37	6	7	7
117	70	39	8	12.5	12
140	75	46	9	10.5	10
120	80	50	8	10.5	5
79	52	37	6	12	7
140	67	46	8	8	5
88	60	42	6	11	10
120	75	45	10	13.5	10
85	57	40	6	14.5	10
115	73	52	9	10.5	15
169	85	45	10	13.5	10
150	106	63	12	13.5	10
107	74	45	10	14.5	15
150	70	50	9	7.5	7
130	77	48	10	17	5
309	107	72	17	10.5	1
135	80	47	9	12	7
110	75	44	10	17	5
209	99	63	9	9	10
83	60	44	6	17	10
108	76	46	10	12	10
98	63	39	7	14.5	10
125	76	47	11	11	7
180	90	56	11	9	15
113	54	34	6	3	10
252	132	74	23	12.5	3
155	75	45	10	9	15
212	112	60	17	7	10
95	64	45	7	14.5	10
118	75	44	9	7	5
126	79	44	13	10.5	10
71	54	34	6	7	7
153	80	40	25	10.5	10
78	51	34	6	13	5
123	74	48	10	12.5	15
108	66	43	11	13.5	10
145	78	44	10	3.5	2
78	55	37	6	10.5	7
130	64	35	6	9	1
92	63	39	8	14.5	5
128	80	45	13	12	15
160	98	50	12	10	10
115	66	40	8	12.5	5
81	56	41	5	6	10
150	78	50	9	9	5
130	87	57	7	13.5	7
113	77	44	10	9	7
70	52	34	6	12	10
110	73	45	10	15.5	10
105	77	40	10	12	15
130	75	45	10	12	10
85	58	39	7	7	5
115	64	45	7	13.5	7
108	66	43	7	17	5
165	78	46	18	5	10
85	60	43	7	12	5
110	80	46	10	12	15
110	68	46	8	13.5	10
97	58	42	5	12.5	15
90	65	46	7	14.5	5
88	60	44	6	17	7
110	75	43	10	13.5	15
285	90	61	6	14.5	10
120	75	48	11	3	15
110	74	44	10	13.5	15
135	74	42	10	7.5	5
128	74	43	10	13.5	12
142	90	51	12	12	10
115	65	45	6	13.5	7
210	72	49	7	7.5	5
110	60	40	7	9	7
371	120	59	15	7	10
135	65	39	7	12	15
143	74	45	11	11	5
105	67	45	8	7.5	5
165	75	45	10	12.5	5
159	109	64	13	14.5	10
125	68	48	7	3	15
108	67	45	8	14.5	5
94	61	44	6	12.5	10
80	54	35	6	12	8
75	56	38	6	10	7
109	79	45	13	14.5	7
99	65	46	6	17	7
97	77	47	9	14.5	10
138	66	44	9.5	4.5	3
95	61	38	8	11.5	7
127	73	43	11	13	5
135	81	48	8	15.5	7
86	58	44	6	17	5
162	71	49	9	9	10
115	77	45	7	9	5
115	74	45	10	13	15
105	63	39	8	12.5	10
120	76	45	10	12	10
98	65	44	9	14.5	7
133	75	48	9	3	12
112	65	44	9	13.5	1
88	63	37	8	13	5
90	55	36	6	12.5	10
175	70	40	8	3	5
130	68	41	10	10.5	5
144	76	43	10	13.5	10
200	78	50	7	8	10
126	80	46	13	14.5	5
85	58	41	7	14.5	10
85	58	37	6	13.5	15
105	53	36	5	7.5	10
140	75	54	8	12	5
145	80	46	10	3.5	2
129	80	48	10	12.7	7
170	80	53	9	8	3
115	80	45	10	13.5	10
81	59	42	6	12	10
105	75	45	10	13	10
94	64	45	6	12.5	12
170	77	52	7	3	15
127	74	53	8	11	10
140	76	44	11	13.5	10
145	75	45	10	7	15
98	75	50	8	11.5	5
113	69	47	8	17	3
130	83	50	9	6.5	10
113	78	47	10	12	10
162	78	48	11	6.5	1
100	64	41	7	12	5
160	86	56	9	6	2
135	80	51	13	13.5	5
95	62	43	7	12	7
86	56	34	7	7.5	10
118	68	49	11	7.5	7
93	65	39	8	12.5	7
150	78	44	10	14.5	15
145	82	47	10	14.5	15
85	55	40	6	12.5	7
139	86	51	10	10.5	7
114	93	51	12	10	7
101	66	39	8	17	10
98	64	43	7	17	5
153	66	43	9	5	10
119	77	40	10	12.7	5
130	82	37	12	6	10
79	58	41	6	12.5	5
127	92	50	11	6.5	10
142	77	44	10	7	10
127	65	43	7	9	5
190	85	53	12	12	3
160	79	54	9	7	3
86	58	43	6	17	5
99	62	45	6	13.5	10
73	54	35	5	10.5	3
138	77	45	11	10.5	10
115	77	45	7	9	15
103	67	43	9	15.5	7
107	75	44	10	12.7	10
110	78	48	14	12	10
109	67	45	11	13.5	5
120	77	48	8	12	15
94	64	45	6	17	15
117	78	45	11	13	10
125	77	51	8	6	3
92	63	38	8	12	10
93	57	43	5	12.5	15
103	78	54	11	12	15
150	92	69	8	4.5	10
95	63	39	8	12	10
135	76	45	10	6	7
120	78	43	12	14.5	15
125	79	56	8	7.5	10
77	51	34	6	7	7
89	64	45	6	12.5	15
108	80	48	8	12	10
96	60	43	6	13.5	10
110	74	53	8	11	15
129	79	47	8	10.5	15
85	69	48	6	12	10
96	60	45	6	10.5	15
122	79	48	10	12.7	12
200	90	60	10	12	10
104	80	45	13	13	5
145	96	56	9	11	15
120	74	53	8	10.5	10
196	78	46	10	14.5	5
135	75	43	11	12.7	15
141	74	43	10	15.5	10
96	60	45	6	12	5
100	75	45	10	13.5	5
82	55	36	6	10	7
198	110	59	13	14.5	10
108	78	47	10	12	3
83	50	34	6	15.5	5
131	78	46	10	17	5
145	84	53	19	15.5	15
107	56	32	5	7.5	7
88	60	44	6	12	10
104	77	45	10	12.7	15
160	93	59	6	12.5	15
89	60	38	6	13.5	7
171	96	50	18	7	5
84	60	45	6	13.5	7
138	79	47	10	7	10
70	58	41	6	14.5	10
165	78	54	8	9	10
130	65	44	9	9	5
139	74	52	9	10.5	7
140	81	55	8	9	7
91	60	44	6	14.5	7
83	60	38	9	12	10
85	57	39	6	11.5	7
175	112	78	16	7	10
80	68	42	8	13.5	7
85	58	40	5	14.5	10
135	72	43	9	10.5	15
197	101	60	15	7	7
99	57	42	6	6.5	7
165	65	45	9	9	10
87	58	44	5	10.5	5
105	54	34	6	3.5	7
115	75	47	8	6.5	15
140	77	46	10	8	10
104	67	43	11	12	15
143	85	52	9	5	8
142	77	44	10	7	10
130	78	53	9	3.5	10
160	75	47	10	9	10
115	80	54	12	12.7	5
145	76	51	8	3	5
317	135	70	20	9	2
84	74	41	12	7	3
124	96	52	10	13.5	5
130	56	42	7	14.5	3
135	65	38	8	7.5	10
85	55	35	6	12	10
103	64	45	7	13.5	15
85	60	40	7	12	5
160	72	50	9	7.5	5
350	90	62	12	10.5	5
101	55	38	6	7	10
143	82	45	10	12	10
80	51	34	6	13.5	15
123	75	45	10	12.7	10
215	67	42	9	7.5	3
140	80	45	13	13.5	5
90	59	45	6	12	5
72	64	43	7	6	7
130	78	53	13	3.5	10
125	75	46	10	14.5	7
115	74	48	11	13	15
71	49	34	6	10	10
85	60	43	6	12	5
150	80	53	8	9	3
180	71	47	7	7.5	10
130	109	51	16	13.5	10
180	83	58	10	3	10
97	64	45	7	13.5	10
107	75	45	9	13	15
115	79	47	11	12	10
156	70	48	7	9	2
113	73	52	8	7.5	5
115	77	44	7	12	10
96	76	53	8	6	10
240	81	54	8	9	3
155	73	49	9	10.5	15
130	77	45	10	12	7
89	51	34	6	13.5	10
133	75	52	9	3	15
135	70	40	9	15.5	10
89	65	40	8	13	7
185	90	52	12	6	7
110	66	43	7	13.5	15
167	74	43	10	14.5	7
190	78	46	10	8	10
260	80	46	12	9	2
74	53	34	6	10.5	7
190	100	50	16	7	10
147	75	45	10	7	15
152	73	48	8	3	15
93	60	43	6	17	15
110	75	45	10	12	5
110	60	37	9	12.5	7
122	93	52	14	13.5	10
130	73	47	9	11	10
86	53	36	7	11.5	5
115	64	38	8	14.5	7
85	50	35	6	11	8
77	55	38	6	7.5	10
83	53	34	6	14.5	8
140	73	44	10	10.5	5
84	58	43	6	14.5	5
80	56	44	6	11	8
95	72	43	12	12.7	7
90	58	42	6	10.5	15
116	82	44	10	12.7	15
110	74	45	12	12.7	1
145	69	47	7	3.5	10
108	64	40	9	12	10
100	83	48	10	12	15
110	80	43	10	12	15
128	68	50	9	12.5	5
137	77	54	8	3.5	10
105	65	47	9	12.5	5
125	60	41	6	3	7
110	76	45	10	14.5	15
147	80	50	8	7.5	5
94	63	39	8	14.5	5
94	56	33	8	11.5	3
201	82	55	9	13.5	7
135	78	44	10	15.5	10
145	78	47	8	11	8
99	72	43	10	12.7	10
138	65	44	9	4.5	2
90	56	42	6	12.5	7
85	64	45	6	13	5
145	85	52	11	14.5	5
135	77	41	11	13	10
127	78	46	10	17	5
189	80	52	10	7	1
145	72	50	7	4.5	5
126	68	47	8	8	5
105	65	40	8	13.5	7
90	60	40	8	13.5	5
115	81	47	9	12.7	10
110	57	37	7	9	1
90	54	42	6	17	10
215	76	55	8	7.5	2
180	71	42	8	7	15
115	80	41	13	12	15
105	63	42	8	12	15
115	78	44	10	12	7
101	55	39	6	4.5	12
152	108	56	15	11	5
160	92	69	14	4.5	10
95	65	47	8	13.5	5
119	74	52	8	10.5	10
170	82	52	20	5	1
115	78	48	10	12	10
205	93	66	9	9	10
75	79	47	8	17	10
105	65	40	8	17	10
240	106	60	17	4.5	10
180	73	46	10	7.5	3
96	60	45	6	12	5
155	81	44	10	13.5	10
140	81	50	13	15.5	2
125	64	43	7	4.5	10
114	59	39	6	3.5	5
96	60	40	8	12.5	10
110	65	40	8	12.5	5
137	76	50	15	11	7
87	60	43	6	13.5	10
139	72	45	9	10.5	7
107	76	44	9	13	15
147	77	44	10	13	2
153	86	55	10	6.5	5
132	74	53	7	4.5	7
108	75	54	9	17	5
142	84	53	10	15.5	15
105	58	41	6	7.5	10
127	119	68	15	15.5	10
112	68	41	10	12	10
113	77	46	10	13	15
145	75	45	10	7	15
92	60	40	6	12	10
75	55	36	6	11.5	10
94	64	38	9	12	11
145	81	46	10	15.5	5
168	105	56	12	9	5
85	61	43	6	12	15
80	54	37	6	12	7
175	95	48	12	10	2
160	119	68	10	11	7
79	51	34	6	12	7
75	53	35	7	11.5	5
118	74	44	10	12.7	4
149	92	50	14	10	7
105	68	43	9	13.5	10
82	60	44	6	14.5	7
108	58	40	6	10.5	7
83	51	34	6	15.5	3
95	63	42	8	3.5	5
123	75	45	10	12.7	10
96	68	45	10	12.5	15
135	80	48	8	13	7
112	68	44	9	7.5	7
110	74	45	10	12	15
114	68	44	8	10.5	10
125	85	46	10	12	5
111	75	42	11	14.5	3
98	61	38	8	12	15
90	57	42	6	11	5
135	81	44	10	14.5	7
130	74	50	8	10.5	5
99	60	39	8	12	5
174	130	71	16	14.5	4
115	78	46	10	12.7	3
170	85	50	9	13.5	9
98	70	39	9	11.5	2
90	72	53	10	11.5	5
130	84	54	8	6.5	15
155	64	36	8	8	7
130	78	51	8	10.5	10
75	55	36	6	13.5	15
127	74	44	8	11	10
105	75	50	8	6.5	15
77	58	42	6	12.5	5
102	58	40	6	10.5	5
93	59	38	6	13.5	10
140	89	51	10	12	3
121	81	46	8	12	2
80	60	44	6	13.5	10
68	57	37	6	13.5	15
147	65	46	8	3	10
165	78	52	12	7.5	5
110	63	43	9	15.5	3
126	119	67	17	15.5	10
95	68	45	9	14.5	10
130	83	46	10	10.5	1
93	64	38	8	14.5	10
115	77	46	10	13.5	10
116	66	47	8	12	10
95	60	43	6	17	10
108	57	40	6	9	3
151	86	54	10	10.5	5
150	80	44	12	11.5	5
114	83	46	12	7	10
86	61	43	6	13.5	15
150	67	39	8	12	5
113	75	51	9	7.5	10
101	62	43	6	12	15
75	59	43	5	13.5	10
130	79	46	10	13	10
131	84	60	10	9	10
115	74	54	9	11	12
135	74	48	10	7.5	3
477	119	93	15	9	1
103	63	38	9	12.5	10
77	58	37	5	7	12
140	78	48	11	12.7	8
85	59	40	5	12.5	5
415	152	80	17	3	5
159	75	48	9	8	10
126	83	50	9	14.5	15
91	65	39	8	13	5
118	64	43	9	10.5	7
105	63	43	7	10.5	15
79	56	37	6	11.5	5
110	67	44	9	11.5	10
220	107	71	9	9	10
155	85	47	11	12.7	5
100	58	30	6	17	1
95	82	50	10	12	10
116	68	43	8	6.5	10
120	69	45	9	7.5	5
93	57	40	6	3.5	7
98	60	47	6	14.5	7
125	78	44	13	12	5
85	59	44	6	7	1
73	50	35	7	17	5
120	83	49	9	12	10
230	95	64	10	10.5	15
170	98	73	12	6	1
162	86	58	9	12	8
105	75	45	10	17	7
84	57	42	6	7.5	5
128	84	53	10	12	5
135	80	45	10	10.5	5
175	81	47	10	14.5	10
102	60	40	8	8	5
87	55	36	6	3.5	10
118	71	41	8	12	15
118	63	38	8	14.5	5
103	74	45	8	12	5
120	67	46	10	9	10
92	60	44	6	15.5	3
200	101	68	10	11	10
96	63	38	8	12.5	15
140	66	43	7	8	10
145	73	50	9	9	7
115	56	39	5	4.5	15
207	134	77	21	15.5	5
115	65	39	8	13	10
118	79	45	13	15.5	10
85	55	38	6	10.5	5
160	80	55	8	8	15
129	80	46	10	12	10
107	72	43	10	13	5
95	67	45	10	12	10
108	79	47	8	14.5	3
84	62	44	7	14.5	10
73	77	45	10	5	7
160	68	40	9	9	10
190	112	55	16	7	10
145	85	52	11	14.5	5
97	76	44	10	12	10
144	95	62	11	10	10
110	77	46	8	12	12
142	78	46	9	10.5	10
123	58	40	7	13.5	5
95	60	43	6	9	5
106	72	52	9	11.5	7
95	62	38	8	12.5	3
245	85	54	12	9	7
86	59	42	5	11.5	10
92	60	44	6	12	5
160	57	42	8	3.5	5
156	90	51	13	10	5
340	121	72	13	12.5	3
117	82	44	10	13	2
111	64	40	7	17	10
115	62	38	8	11.5	5
118	72	43	10	12.7	2
126	74	43	10	12.5	3
155	72	53	8	3	10
200	85	54	14	14.5	15
112	66	44	7	8	20
115	86	67	13	13.5	15
150	54	39	6	7	3
155	75	44	10	9	5
410	102	75	10	6.5	5
220	98	60	9	4.5	10
95	60	37	8	12.5	15
118	75	46	10	17	5
100	66	44	6	12.5	10
110	79	47	8	14.5	3
80	58	43	6	11.5	10
130	74	45	10	12	1
163	72	43	9	7	10
95	63	40	8	12.5	10
83	60	42	6	12	7
185	86	47	8	3	3
93	57	43	6	10.5	15
90	78	45	10	13.5	10
125	80	45	11	12	2
106	63	44	7	12.5	10
103	75	45	10	12	5
93	64	44	6	17	5
250	78	47	10	10.5	7
117	78	44	10	12	5
145	74	45	10	15.5	15
164	72	48	7	3.5	5
130	74	48	12	12	15
78	55	37	6	11.5	2
140	66	42	8	7	2
110	77	40	12	12.7	15
140	84	48	9	12	10
92	70	50	6	12	5
98	60	43	7	13.5	10
107	73	47	9	17	15
122	81	46	13	12	15
220	100	49	13	14.5	10
100	60	39	6	17	5
93	62	38	7	17	3
95	61	43	6	12	15
315	118	54	12	3.5	2
83	57	44	6	17	10
114	75	44	10	12.7	7
200	72	46	9	9	10
270	97	56	18	8	10
100	76	45	10	12.7	15
160	87	56	9	3	10
131	74	43	10	13.5	15
116	77	45	18	6	7
530	150	80	15	7.5	7
100	75	45	9	14.5	10
82	62	32	7	6	5
105	66	44	7	13.5	7
260	135	75	20	12.5	3
108	66	44	7	17	5
133	83	45	10	13	10
93	61	38	8	13	7
114	77	45	10	12	10
98	79	48	10	12	10
85	58	43	5	7	5
125	83	53	10	5	12
120	59	45	6	3	3
82	62	44	6	12.5	10
128	65	44	7	9	5
130	72	44	9	6	5
114	76	45	10	12	15
70	50	32	5	11.5	7
115	59	39	6	10	10
99	75	45	10	14.5	15
110	65	39	9	12.5	2
120	67	45	7	13.5	10
110	60	44	6	7	5
83	49	34	6	15.5	5
106	67	45	9	12	7
120	80	48	13	12	10
120	77	45	10	7	10
95	62	45	7	12.5	10
145	76	44	24	12.7	2
91	61	44	7	13.5	5
82	62	44	6	13.5	10
137	69	44	10	9	10
88	60	44	6	13.5	10
82	56	42	6	10	10
145	94	50	12	17	10
100	60	43	7	12.5	5
138	86	54	10	6	5
111	57	40	6	9	3
89	64	45	7	12	5
144	80	48	13	15.5	10
79	65	45	7	6	7
105	66	44	7	13.5	7
95	57	42	6	6.5	7
220	77	49	10	7.5	5
107	69	45	10	12	10
180	90	58	8	10.5	2
92	59	41	6	7.5	12
110	65	44	8	10.5	10
150	78	54	7	3.5	15
115	68	43	9	6.5	5
83	59	44	6	13.5	10
164	101	51	15	12.7	5
125	78	38	11	12.7	10
93	64	45	7	14.5	3
140	70	51	8	12.5	10
94	64	45	7	14.5	10
120	63	40	8	6	7
135	73	53	8	11	15
105	73	45	8	11	10
155	73	49	9	10.5	15
127	77	40	11	13	10
129	72	44	10	6	5
145	62	41	9	9	5
125	74	45	10	14.5	15
95	54	36	5	3.5	15
112	76	46	10	12	10
90	60	38	8	12	10
140	67	46	9	8	15
112	66	41	8	17	5
123	70	47	8	12	7
85	55	41	5	11	5
82	56	39	6	10	5
132	94	60	11	6.5	3
74	56	37	6	15.5	7
84	57	42	5	12.7	10
115	65	47	8	13.5	3
132	80	54	10	12	10
115	64	38	8	17	5
240	106	71	9	9	10
125	77	46	10	13.5	5
90	61	43	6	14.5	10
95	63	38	8	12.5	5
128	68	44	11	4.5	12
137	83	48	12	15.5	10
90	64	39	9	6	5
105	58	43	6	3.5	12
84	58	42	5	7.5	15
98	66	44	7	11.5	10
115	79	45	13	13	7
352	108	81	16	4.5	10
131	79	45	12	14.5	5
165	90	65	8	6	2
123	77	46	10	13	10
115	60	44	6	6.5	5
85	56	36	5	10.5	15
72	54	35	6	13.5	10
195	86	60	10	9	5
123	81	48	9	12	20
110	77	46	10	12.7	7
137	80	50	12	10.5	15
85	58	39	6	12.5	10
160	90	60	12	12.7	1
170	75	55	8	9	7
125	63	43	6	17	5
178	74	46	9	3	3
200	113	64	11	13.5	10
80	56	38	5	11.5	10
170	79	52	9	9	7
80	60	44	6	13.5	7
112	67	38	7	10.5	10
81	53	34	6	12.5	10
82	60	42	7	13.5	5
85	57	43	6	12	12
120	76	49	9	3	10
95	58	39	6	9	5
160	73	41	8	7	5
75	54	36	6	10	7
110	74	44	10	13	7
122	64	46	8	12.5	7
179	73	47	6	3	10
82	57	42	5	12.7	10
113	80	46	10	13	10
124	79	44	13	12	10
115	79	48	9	13	7
145	88	52	12	6.5	7
150	76	45	10	9	5
140	79	53	8	7	2
160	84	50	9	12.7	1
96	59	42	6	13.5	7
95	60	43	7	12.5	5
120	74	51	8	7	5
119	77	53	8	10.5	10
167	74	45	11	5	10
210	71	45	6	9	1
173	80	50	8	6	10
132	78	46	14	12.5	12
145	63	41	8	3.5	3
199	70	46	8	7.5	7
82	55	34	5	10.5	5
113	84	54	10	13	5
129	60	41	6	3	7
105	64	38	8	14.5	10
110	75	45	8	13.5	10
119	68	45	8	6	10
117	81	46	10	12.5	10
88	59	44	6	14.5	10
250	92	57	11	9	3
92	62	39	7	12	10
99	66	41	8	13.5	15
85	53	34	6	10.5	3
88	60	43	6	12.5	5
92	63	38	8	14.5	5
75	56	37	5	10	10
92	65	45	7	12.5	5
170	86	56	10	12	2
222	134	75	16	12	5
95	51	34	6	12	5
70	60	43	6	17	10
270	82	49	13	8	15
85	65	46	7	13	7
142	83	45	10	12.7	15
95	65	46	8	12.5	10
96	65	40	8	14.5	15
121	80	45	13	14.5	5
170	68	39	10	4.5	10
100	77	50	6	3.5	3
115	67	42	9	3.5	7
79	60	43	5	12	10
108	65	40	8	17	5
300	127	66	15	12.5	5
130	57	42	6	4.5	5
96	60	43	6	14.5	7
197	70	46	7	4.5	3
80	59	43	6	13.5	5
138	95	63	9	10	10
102	64	47	6	17	10
210	80	49	10	12.5	5
103	64	44	10	15.5	7
245	83	48	12	7.5	10
147	80	45	13	4.5	15
90	61	44	6	12	5
176	86	54	8	9	10
127	74	45	11	12	10
98	58	43	6	14.5	10
87	54	34	6	17	1
149	77	45	10	13	2
91	64	45	7	14.5	10
115	78	46	10	12	15
140	82	49	8	13	5
90	59	45	6	15.5	5
145	69	43	7	3.5	3
82	59	38	6	13.5	5
79	51	34	6	13.5	10
150	69	46	8	7.5	7
86	54	36	6	9	15
155	85	49	9	12	5
127	74	42	9	12	5
94	72	46	10	14.5	9
185	91	50	12	10.5	10
122	79	45	13	12	10
110	67	49	6	12.5	10
150	76	45	10	13.5	10
90	67	40	8	12	5
117	76	43	10	12	5
82	58	35	11	12.5	10
82	60	45	6	13.5	10
95	57	41	6	4.5	7
155	75	43	8	7	5
95	66	39	8	14.5	15
75	56	37	5	10	5
100	65	41	8	14.5	5
140	81	50	7	12	10
127	76	54	6	9	5
112	76	40	11	12.7	7
150	81	55	9	9	5
98	65	44	7	11.5	15
97	80	48	8	13	5
170	78	51	9	10.5	10
79	54	36	6	12.5	10
169	84	62	10	6.5	1
160	75	44	10	12	5
117	79	45	13	14.5	7
84	58	42	6	13	15
98	72	44	7	11.5	7
112	72	51	8	6.5	5
140	83	47	9	10.5	5
94	61	42	6	12.5	10
130	81	48	9	13.5	10
105	66	40	8	17	5
165	82	54	10	6	5
85	58	44	6	10.5	10
90	60	45	5	10.5	10
85	55	35	6	10.5	5
160	69	47	8	3	10
118	77	43	11	7	5
101	59	44	6	17	10
98	60	45	5	7.5	7
137	70	45	8	10.5	10
245	80	49	10	3	10
145	80	49	11	12.5	10
118	80	45	13	12	15
115	68	46	8	13.5	10
105	65	39	8	17	10
123	74	44	12	9	7
117	75	42	10	12	5
91	62	38	7	13.5	7
145	80	53	9	6	2
130	72	45	10	11.5	10
200	87	60	15	11.5	3
100	76	45	10	12	15
160	77	42	8	6	5
95	65	46	7	12.5	15
112	72	50	9	17	10
105	72	52	8	6	15
125	66	40	10	12	20
200	77	46	10	3	15
170	100	57	14	12	10
115	79	46	10	12.7	10
95	56	42	7	3.5	10
99	65	40	8	12.5	10
94	55	41	5	13.5	10
105	78	45	10	13	10
205	87	58	9	7.5	5
90	62	46	8	14.5	15
100	64	38	8	14.5	15
83	53	34	6	12.5	15
93	70	50	9	12.5	10
96	63	45	6	12.5	10
88	60	40	5	7	7
150	68	46	9	12	5
105	67	48	8	13.5	15
110	79	46	10	13	5
118	86	54	10	12	15
171	90	63	10	10.5	3
451	156	80	20	10.5	5
78	64	39	8	7	10
165	76	52	9	8	2
87	61	42	9	13.5	10
85	60	40	6	13.5	5
130	75	44	10	12.5	5
93	64	45	7	14.5	3
95	55	42	5	10.5	5
179	65	45	8	9	5
73	51	34	6	12	7
420	102	70	20	3	2
230	85	58	13	3	5
154	75	36	12	7	5
121	79	45	13	12	7
150	81	54	9	9	5
268	121	60	16	7.5	5
115	68	46	7	14.5	15
86	60	44	6	13.5	10
185	99	67	9	9	10
105	66	40	8	12.5	5
95	59	43	6	15.5	5
119	78	53	8	10.5	10
160	68	44	8	17	5
81	56	37	6	11.5	5
133	65	47	8	12.5	5
90	61	43	6	12.5	3
148	90	55	8	13.5	7
102	58	38	6	15.5	8
265	136	88	14	10.5	10
93	61	45	6	14.5	10
103	74	43	10	13	7
240	92	57	12	6.5	12
92	59	38	6	15.5	10
215	90	61	9	9	1
117	61	44	6	4.5	5
115	65	39	9	12.5	3
185	68	47	8	4.5	5
110	63	38	8	17	10
120	80	45	9	12.7	15
170	86	59	10	17	10
114	77	45	10	12	10
81	60	46	6	14.5	15
104	73	44	10	13	5
135	105	58	21	13.5	15
79	59	43	6	12	10
115	81	50	8	13	10
91	78	45	10	17	10
79	50	34	6	14.5	5
136	78	45	10	12	10
95	72	43	12	12.7	10
78	56	38	6	13.5	5
122	96	54	12	13.5	10
142	70	45	9	3.5	3
110	60	45	6	12	5
103	74	45	9	13	10
88	72	51	9	11.5	10
105	60	43	6	17	5
120	79	44	10	13	3
150	74	48	12	12	5
93	70	40	10	12	10
125	75	45	10	13.5	10
130	78	58	10	14.5	15
120	80	45	13	12	15
104	67	44	10	11.5	8
105	67	45	9	12	7
119	75	46	10	12	7
99	57	42	6	12	10
95	56	39	5	9	7
89	60	42	6	12	7
160	77	45	10	12	15
90	60	42	6	17	3
145	75	53	9	8	15
155	60	40	11	7.5	5
108	80	48	8	12	10
115	76	45	10	12.7	5
116	75	42	9	13.5	10
151	111	64	16	14.5	10
99	74	44	10	12	10
96	60	45	6	12	5
180	85	55	10	10.5	5
126	64	44	7	8	2
143	75	54	10	6.5	7
370	111	60	13	8	5
121	77	46	10	12.5	10
150	75	51	8	12	15
169	77	52	8	7	3
125	74	46	8.5	12	5
119	77	45	10	13	10
145	75	46	10	9	15
84	60	43	6	14.5	5
98	68	44	8	10.5	10
92	85	53	10	12	15
81	60	44	6	13.5	10
104	80	45	13	13	5
130	75	45	8	11	10
110	76	45	10	12	5
72	50	34	7	17	10
95	74	45	8	14.5	5
95	64	45	7	17	5
114	73	44	10	13.5	10
129	64	39	9	13.5	5
97	63	44	7	11.5	5
97	72	43	10	12.7	10
180	79	45	10	8	15
110	77	47	10	13	10
110	77	45	10	12	5
95	60	43	6	9	5
95	60	46	5	10.5	5
129	76	48	10	12.5	5
103	64	45	7	15.5	5
